"question","answer"
" نحوه ثبت و گزارش‌گیری از تسهیلات و خدمات رفاهی پرسنل در سیستم کارگزینی چگونه است؟ " , "􈢠ثبت و گزارش ‌گیری از امکانات رفاهی و تسهیلات پرسنل در سیستم کارگزینی از طریق فرم‌های زیر امکان‌پذیر است: معرفی گزارش خدمات رفاهی  برای دسترسی به فرم ثبت امکانات رفاهی در زیرسیستم کارگزینی از منوی مدیریت پرسنل، پرسنل، منوی همبرگری، ثبت امکانات رفاهی استفاده می‌کنیم. در این فرم امکان ثبت اطلاعات مربوط به تخصیص امکانات رفاهی پرسنل با کلیک روی دکمه ایجاد میسر است. با استفاده از این فرم می‌توان اطلاعات مربوط به خدمات رفاهی ارائه شده به پرسنل با ذکر اطلاعات خدمت رفاهی، هزینه، مبلغ کل تخصیص یافته، تاریخ تخصیص، درصد سازمان، مبلغ بر عهده کارمند و ... را در سیستم ثبت و با استفاده از منوی گزارش‌ها، فرم گزارش خدمات رفاهی، گزارش‌گیری کرد. معرفی گزارش تخصیص وام برای دسترسی به فرم اختصاص تسهیلات به پرسنل  در زیرسیستم کارگزینی از منوی مدیریت پرسنل، پرسنل، منوی همبرگری، اختصاص تسهیلات به پرسنل استفاده می‌کنیم. در این فرم امکان ثبت اطلاعات مربوط به تخصیص وام به پرسنل با کلیک روی دکمه ایجاد میسر است. با استفاده از این فرم می‌توان اطلاعات مربوط به وام‌های تخصیص داده شده به پرسنل با ذکر اطلاعات وام، تاریخ تخصیص، نوع وام، مبلغ وام، مبلغ قسط و ... را در سیستم ثبت و با استفاده از منوی گزارش‌ها، بخش گزارش خدمات رفاهی، فرم گزارش تخصیص وام گزارش‌گیری کرد. معرفی گزارش بیمه‌های درمانی  برای دسترسی به فرم ثبت بیمه‌های درمانی پرسنل در زیرسیستم کارگزینی از منوی مدیریت پرسنل، پرسنل، منوی همبرگری، ثبت بیمه‌های درمانی استفاده می‌کنیم.  در این فرم امکان ثبت اطلاعات مربوط به افراد تحت تکفل بیمه درمانی پرسنل با کلیک روی دکمه ایجاد میسر است. با استفاده از این فرم می‌توان اطلاعات مربوط به بیمه‌های درمانی افراد تحت تکفل پرسنل با ذکر اطلاعات بیمه، نسبت، تاریخ تولد، کد بیمه درمانی، وضعیت و ... را در سیستم ثبت و با استفاده از منوی گزارش‌ها، گزارش خدمات رفاهی، فرم گزارش بیمه‌های درمانی گزارش‌گیری کرد. معرفی گزارش هزینه‌های درمانی  برای دسترسی به فرم ثبت هزینه‌های درمانی پرسنل در زیرسیستم کارگزینی از منوی مدیریت پرسنل، پرسنل، منوی همبرگری، ثبت هزینه‌های درمانی استفاده می‌کنیم. در این فرم امکان ثبت اطلاعات مربوط به هزینه درمانی افراد تحت تکفل بیمه درمانی پرسنل با کلیک روی دکمه ایجاد میسر است. با استفاده از این فرم می‌توان اطلاعات مربوط به هزینه‌های درمانی افراد تحت تکفل پرسنل با ذکر اطلاعات بیمار، هزینه درمان، نوع درمان، مرکز درمان، شماره پرونده و ... را در سیستم ثبت و با استفاده از منوی گزارش‌ها، گزارش خدمات رفاهی، گزارش هزینه‌های درمانی گزارش‌گیری کرد. "
" چگونه می‌توان احکام کارگزینی را به سیستم حقوق انتقال داد؟   " , "􈠠احکام صادرشده در سیستم کارگزینی را می‌توان به سیستم حقوق و دستمزد ارسال کرد. وارد منوی احکام کارگزینی، سایر موارد، بخش ارسال حکم به حقوق شده، حکم‌های مورد نظر را انتخاب کنید. پس از تایید حکم، گزینه‌ی "انتقال به سیستم حقوق و دستمزد" را بزنید. در پنجره‌ی بازشده تاریخ اجرا در سیستم حقوق را وارد کنید و با زدن کلید "انتقال" احکام را به سیستم حقوق ارسال کنید.  🟤 نکته 1 : تاریخ واردشده هنگام انتقال حکم، همان تاریخ اجرا در سیستم حقوق بوده و تاریخ اجرای حکم کارگزینی با عنوان تاریخ اجرای معوقه در سیستم حقوق لحاظ می‌شود. 🟤 نکته 2 : در سازمان‌های دولتی برای انتقال احکام پرسنل بازنشستگان می‌توان از کلید "انتقال ویژه‌ی احکام کارگزینی به سیستم حقوق و دستمزد" در همین منو استفاده کرد. لازم به ذکر است اگر فرد بازنشسته در قید حیات باشد حکم برای خود ایشان و در صورتی که در قید حیات نباشد حکم برای بستگان وارث آن که قبلا در سیستم به عنوان پرسنل تعریف شده‌اند ارسال می‌شود. "
" آیا انجام تنظیمات مربوط به یک نفر در دو لیست بیمه امکان‌پذیر است؟ " , "􈢠در سیستم حقوق و دستمزد امکانی تحت عنوان "تسهیم کارکرد بیمه به تفکیک محل خدمت" وجود دارد تا در صورت نیاز مشخصات برخی پرسنل در طول ماه در بیش از یک لیست بیمه تامین اجتماعی ظاهر و از آن استفاده شود.  به طور مثال پرسنل مورد نظر از 1  تا 14م آبان ماه در محل خدمت شماره 1 و از 15ام تا آخر ماه در محل خدمت شماره 2 مشغول به کار است. در این حالت می‌بایست اسم این شخص در آبان ماه در لیست بیمه محل خدمت شماره 1 با 14 روز کارکرد و تاریخ ترک کار (1401/08/15) و در لیست بیمه محل خدمت شماره 2 با 16 روز کارکرد و تاریخ شروع به کار (1401/08/15) ارسال گردد. برای این منظور به ترتیب مراحل زیر عمل می‌کنیم:  1- از منوی حقوق پرسنل، سایرموارد، وارد فرم تسهیم کارکرد به تفکیک محل خدمت می‌شویم. 2- تاریخ فرم را برابر با آبان ماه قرار می‌دهیم. 3- پرسنل مورد نظر را انتخاب کرده و کلید ایجاد را می‌زنیم. 4- در فرم بازشده "تاریخ پرداخت" را برابر با 1401/08/01 قرار داده و در قسمت "محل خدمت"، محل خدمت شماره 1 را انتخاب و در قسمت "کارکرد" عدد 14  را وارد می‌کنیم. همچنین در فیلد "تاریخ ترک کار" تاریخ 1401/08/15 (تاریخ ترک کار پرسنل در محل خدمت شماره 1) را وارد می‌نماییم. سپس کلید "ذخیره و جدید" را می‌زنیم.  5- در فرمی که مجدد باز می‌شود اطلاعات مربوط به محل خدمت جدید (محل خدمت شماره 2) را وارد می‌کنیم. "تاریخ پرداخت" را برابر با 1401/08/01 قرار داده و در قسمت "محل خدمت"، اینبار محل خدمت شماره 2 را انتخاب و در قسمت "کارکرد" نیز عدد 16 را وارد می‌کنیم. همچنین در فیلد "تاریخ آغاز کار"، تاریخ 1401/08/15 (تاریخ آغاز به کار پرسنل در محل خدمت شماره 2) را وارد می‌نماییم. حال مجدداً ذخیره کرده و صفحه را می‌بندیم. 6- مرحله بعدی تهیه لیست بیمه برای دو محل خدمت است. پس از تهیه لیست بیمه‌ها، از ماه بعد جهت اصلاح محل خدمت پرسنل می‌بایست یک حکم استخدامی جدید با تاریخ موثر 1401/09/01 و با محل خدمت جدید برای پرسنل مورد نظر ایجاد کنیم. "
" راهکار سیستمی تسهیم حقوق به تفکیک پروژه چیست؟ " , "􈠠در سیستم حقوق و دستمزد امکانی تحت عنوان "تسهیم حقوق به تفکیک پروژه" وجود دارد تا در صورت نیاز مشخصات برخی پرسنل که در طول ماه در بیش از یک پروژه مشغول به کار هستند، ورود اطلاعات شده و در نهایت محاسبات حقوق متناسب با آن انجام شود. 🟣 مثال : پرسنل مورد نظر از 1  تا 20ام ماه جاری در پروژه شماره 1 و از  20ام تا آخر ماه در پروژه شماره 2 مشغول به کار است. در این حالت می‌بایست برای هر پرسنل متناسب با کارکردش در هر پروژه محاسبات حقوق انجام شود.       برای این منظور به ترتیب مراحل زیر عمل خواهیم کرد:    1- از منوی اطلاعات پایه/ تعاریف، وارد فرم معرفی پروژه‌ها شده و هر پروژه را با یک کد اختصاصی تعریف می‌کنیم.                                2- اطلاعات حقوق را وارد کرده و محاسبات را انجام می دهیم. 3- از منوی حقوق پرسنل / اطلاعات محاسبه حقوق، وارد فرم تسهیم کارکرد به تفکیک پروژه می‌شویم. 4- تاریخ موثر را در فرم تسهیم کارکرد تنظیم می‌کنیم. 4- پرسنل مورد نظر را انتخاب کرده و کلید ایجاد را می‌زنیم. 5- در فرم بازشده "نوع تسهیم" را برابر با پروژه قرار داده و پروژه شماره 1 را انتخاب کرده و در قسمت کارکرد عدد 20 را وارد می‌کنیم. سپس کلید "ذخیره و جدید" را می‌زنیم.  6- در فرمی که مجدد باز می‌شود اطلاعات مربوط به پروژه شماره 2 را وارد می‌کنیم. پروژه شماره 2 را انتخاب و در قسمت کارکرد عدد 10 را وارد نموده و مجدداً فرم را ذخیره کرده و صفحه را می‌بندیم.                                                                                                           7- در مرحله آخر از منوی حقوق پرسنل / سایر موارد، وارد فرم محاسبه حقوق به تفکیک پروژه می‌شویم و برای ماه جاری پردازش انجام می‌دهیم. 🟤 نکته : در فرم "تسهیم کارکرد به تفکیک پروژه" امکاناتی همچون تسهیم گروهی و کپی تسهیم از دوره‌های قبل نیز برای کاربران قرار داده شده است تا در صورت نیاز از این امکانات نرم افزاری استفاده کنند. "
" در سیستم حقوق و دستمزد تحت وب، صدور سند به تفکیک پروژه چگونه انجام می‌شود؟ " , "􈠠برای صدور سند به تفکیک پروژه بایستی پروژه‌ها را تسهیم کرده و پس از محاسبات حقوق مشخص کنیم هر پرسنل در چه پروژه‌ای، چه میزان کار کرده است یا به اصطلاح تسهیم کارکرد انجام داده و متناسب با آن پردازش انجام دهیم.  در مرحله بعدی از منوی حقوق، سایر موارد، وارد فرم صدور سند شده و چک باکس "به تفکیک پروژه" را فعال و تایید کنید.  در فرم صدور سند بایستی شماره سطح تفصیلی پروژه را مشخص کرده و در فرم معرفی پروژه‌ها، کد تفصیل مربوط به هر پروژه را درج نمایید. با اعمال این تنظیمات در ستون حساب، کد حساب مربوط به هریک از عوامل حقوق مشاهده می‌شود و در ستون توضیحات نیز نام عامل درج می‌گردد. همچنین در ستون اختصاص داده شده به سطح تفصیلی پروژه، کد حساب تفصیل هر پروژه نمایش داده می‌شود.  در نهایت با انجام این تنظیمات با فشردن دکمه "صدور سند"، سند مالی حقوق به تفکیک پروژه صادر می‌گردد. "
" مفهوم لینک سرور چیست و به چه منظوری استفاده می‌شود؟ " , "􈠠گاهی اوقات لازم است برای انجام عملیات مشخص و یا اجرای یک کوئری، اطلاعاتی را از سرور دیگری واکشی کنیم. در اصل یک پل ارتباطی ایجاد کرده و با اعمال تنظیماتی به اطلاعات و جداول سرور دیگر دسترسی پیدا خواهیم کرد.  🟣 مثال : سرور پیوست با آدرس فرضی 192.168.12.64 موجود است و سرور دیگری با نام EOS با آدرس فرضی 192.168.0.125 وجود دارد. قصد داریم اطلاعاتی را از یکی از دیتابیس‌های EOS را واکشی کنیم.   برای این کار کافیست Sql Managment سرور پیوست را باز کرده و در بخش Object explore وارد قسمت server object شده و بر روی Link Server کلیک راست کرده و و در پنجره New Link Server تنظیمات زیر را انجام می‌دهیم: ۱ - پارامتر اول نام Linked Server را مشخص می‌کند که جهت دسترسی به سرور Eos مورد استفاده قرار می‌گیرد. ۲- پارامتر دوم Product Name است که خالی می‌گذاریم. ۳- پارامتر سوم Provider Name یا نام فراهم‌کننده داده‌ای است. چون قصد‌ داریم به یک سرور SQL متصل شوم SQLNCLI (SQL Native Client) را انتخاب می‌کنیم.  ۴- پارامتر چهارم نام یا IP سرور Eos یعنی‌همان آدرس 192.168.0.125 را قرار می‌دهیم تا به آن لینک شویم. در مرحله بعد، تب security را انتخاب کرده و نام کاربر و رمز عبور اس کیو ال Eos را از طریق گزینه Be made using this security context وارد می کنیم. در نهایت در تب Server Option تنظیمات کلی مربوط به لینک سرور را مشخص کرده و ذخیره می‌کنیم. بطور مثال با فعال کردن RPC می‌توان Stored Procedureها را Call کرد. 🟤 نکته : برای اطمینان از اعمال درست تنظیمات، پس از ذخیره فرم، بر روی لینک سرور ایجاد شده کلیک راست کرده و Test connection را انتخاب کرده و نتیجه را مشاهده می‌کنیم. "
" روش‌های تخلیه اطلاعات تردد پرسنل کدام است؟ " , "􈠠یکی از روش‌های تخلیه و‌ انتقال اطلاعات تردد پرسنل از دستگاه‌های کارت ساعت، تنظیم job در sql server است. job چیست و چه کاربردی دارد: ترددهای پرسنل، بصورت روزانه طی زمان‌های متعددی ثبت می‌گردد. جهت تخلیه اطلاعات آن، دستورات مشخصی مرتب باید اجرا شود. در اصل هر زمان قصد داشته باشیم، یکسری دستورات در زمان‌های مشخصی اجرا شوند از جاب استفاده می‌کنیم.   برای تعریف یک Job می‌بایست از طریق سرویس Agent در Sql اقدام شود. سرویس  Agent وظیفه : زمان‌بندی و تشریح کار در عوض اجرای خودکار را بر عهده دارد که مهمترین وظیفه آن اجرا کردن jobها است. همانطور که اشاره شد، jobها عملیاتی هستند دارای دستوراتی که در یک زمان خاص بصورت روزانه، هفتگی و یا ماهانه و یا حتی بصورت دستی اجرا خواهند شد. مراحل تعریف job در Sql : 1- ابتدا وارد محیط Sql Server شده و در قسمت Object Explorer در صورتیکه Sql Server Agent، استاپ ‌باشد بر روی آن کلیک راست کرده و گزینه start را می زنیم. 2- سپس در قسمت jobs کلیک راست کرده و گزینه New job را انتخاب تا پنجره جدید جهت ایجاد job باز شود. 3- در قسمت Steps مشخص می‌کنیم که چه کاری می‌خواهیم انجام دهیم و باید حداقل یک Step تعریف کنیم. در این قسمت دکمه New را می‌زنیم تا پنجره تعریف Steps باز شود. در پنجره بازشده در قسمت StepName نام Step را نوشته و در بخش DataBase نام دیتابیسی که این job و دستورات باید روی آن اجرا شود را انتخاب می‌کنیم. در قسمت Command نیز دستوراتی که می‌خواهیم اجرا شود را می‌نویسیم و در نهایت دکمه Ok را می‌زنیم تا Step مورد نظر اضافه شود. 4- برای تنظیم زمان اجرای دستورات در قسمت Scheduls دکمه New را می‌زنیم. در پنجره بازشده یک نام مشخص می‌کنیم و در قسمت Frequency – Occurs مشخص می‌کنیم که این دستورات بصورت روزانه، هفتگی و یا ماهانه اجرا شود. درصورتیکه هفتگی انتخاب شود باید روز هفته و اینکه چند بار اجرا شود نیز مشخص شود. در صورتیکه بصورت روزانه انتخاب شود باید در قسمت Daily Frequency مشخص کنیم که چند بار در روز و در چه ساعاتی اجرا شود. در قسمت Duration می‌توان تاریخ شروع و تاریخ انتهای job را مشخص کرد در صورتیکه No end date انتخاب شود این job برای همیشه و بدون تاریخ پایان اجرا خواهد شد. در انتها دکمه ok را زده تا Schedule اضافه شود. 🟤 نکته : امکان تعریف چند Schedules برای یک job وجود دارد. 5- در ادامه در صورت نیاز در قسمت Alert ‌ یک پیغام برای موفقیت اجرا شدن و یا نشدن یک job جهت نمایش به کاربر ایجاد می‌کنیم. همچنین در قسمت Notifications می‌توان یک ایمیل و اینکه چه موقع ایمیل اطلاع رسانی ارسال شود را مشخص کرد. 6- در نهایت در قسمت Target باید سرور که در حال اجراست را مشخص کرده و سپس دکمه ok را زده و تا عملیات تعریف و ثبت شود. 🟤 نکته 1 : در صورتیکه بخواهیم یک job را خارج از آن بازه زمانی و بصورت دستی اجرا کنیم باید بر روی job مورد نظر کلیک راست کرده و گزینه Start job at step را بزنیم تا دستورات job اجرا شود.  🟤 نکته 2 : اگر بخواهیم job برای مدتی اجرا نشود می‌توان آنرا Disable کرد و سپس در صورت نیاز آنرا مجدد Enable نمود.  🟤 نکته 3 : درصورتیکه نیاز به ویرایش دستورات و یا سایر اطلاعات job باشد با کلیک راست بر روی job مورد نظر و انتخاب گزینه Properties پنجره برای ویرایش که دقیقا همانند پنجره تعریف job است، باز خواهد شد. "
" ملاحظات مرتبط با تنخواه موقت و دائم در سیستم خزانه‌داری چیست؟ " , "􈠠تنخواه دائمی حالتی است که تنخواه‌دار هر بار این امکان را دارد که تنها به اندازه مبلغی که شارژ شده است، هزینه کند لذا سیستم مانده او را کنترل می‌کند. تنخواه‌دار موقت (علی الحساب)، حالتی است که شخص تنخواه‌دار می‌تواند بیشتر از مانده حساب در سیستم هزینه کند لذا در این حالت نیازی به کنترل مانده توسط سیستم وجود ندارد. جهت مشخص کردن نوع تنخواه به لحاظ دائمی یا موقت بودن در سیستم خزانه‌داری، کافیست هنگام ایجاد شخص تنخواه در فرم مدیریت انواع تنخواه علاوه بر مشخص کردن حساب شخص، در پایین صفحه سمت چپ، نوع را نیز انتخاب نمایید. در این کمبوباکس با انتخاب گزینه نوع دائمی، سیستم مانده تنخواه‌دار را کنترل می‌کند و با انتخاب گزینه موقت، مانده شخص تنخواه‌دار را کنترل نخواهد شد. "
" نحوه تعریف پیمانکاران، کارفرمایان و ضمانت‌کنندگان در سیستم پیمان‌ها چگونه است؟ " , "􈠠برای تعریف پیمانکاران، کارفرمایان و ضمانت‌کنندگان ابتدا می‌بایستی انواع اشخاص را برای این قسمت‌ها تعریف کرد. برای انجام این کار از قسمت امکانات، فرم پارامترهای عمومی را باز کرده و در CM فرم گزینه "مدیریت پارامترهای جدید" (ALT + T) را انتخاب کنید.  سپس در قسمت "انواع اشخاص"، نوع کارفرمایان را با کد 5، پیمانکاران با کد 6 و ضمانت‌کنندگان را با کد 7 تعریف کنید. اینک در بخش اطلاعات پایه سیستم پیمان‌ها، اشخاص کارفرمایان، پیمانکاران و ضمانت‌کنندگان را در فرم‌های مربوطه با نوع اشخاص مرتبط با هر یک تعریف کنید.نحوه تعریف کارفرمایان، پیمانکاران و ضمانت‌کنندگان مشابه با تعریف سایر اشخاص در سیستم مالی و فرم "مدیریت اشخاص" است. 🟤 نکته : لازم به ذکر است انواع اشخاص در پارامترهای عمومی حتما می‌بایستی با کدهای اعلامی تعریف شوند در غیر این صورت اشخاص تعریف شده با انواع دارای کد اشتباه، در لیست اشخاص در فرم‌های عملیاتی نمایش داده نمی‌شوند و قابل انتخاب نخواهند بود. "
" پس از ثبت پیمان دکمه برگشت پیمان عمل نمی‌کند. از چه طریقی می‌توان اقدام به برگشت زدن پیمان کرد؟ " , "􈠠پس از ثبت پیمان و درج تضامین، دریافت و پرداخت و صورت وضعیت آن، امکان برگشت پیمان وجود نخواهد داشت. در این صورت برای اعمال هر نوع تغییر در پیمان (اصلاحیه، الحاقیه، متمم و ...) می‌بایست از دکمه "بازنگری پیمان" استفاده کنید. قسمت بازنگری پیمان باعث می‌شود شما لیستی از تغییرات آن پیمان را در اختیار داشته باشید. برای انجام این کار روی دکمه "بازنگری پیمان" کلیک کرده و دکمه جدید را بزنید. سپس قسمت‌های لازم را پر کرده و ذخیره کنید. پس از ثبت بازنگری پیمان می‌توانید از دکمه برگشت استفاده کرده و اقدام به ویرایش آن نمایید. 🟤 نکته : جهت مشاهده اطلاعات پیمان قبل از بازنگری می‌بایست به قسمت بازنگری پیمان مراجعه کرده و دکمه "اطلاعات پیمان قبل از بازنگری" را انتخاب کنید. "
" نحوه ساخت فرم چاپی با ستون‌های دلخواه چگونه است؟ " , "􈠠برای ایجاد گزارش با ستون‌های دلخواه در ابتدا می‌بایست فرم مربوطه (دفتر حساب، حساب ثابت، فاکتور فروش، رسید دریافت یا ...) را باز کنید. سپس کلیدهای ترکیبی  ALT+SHIFT+Q را بزنید. در پنجره بازشده ستون‌های مورد نظر را انتخاب کرده سپس یک نام برای گزارش بنویسید. همچنین در صورتی که از نسخه هلدینگ استفاده می‌کنید، می‌توانید چک باکس همه مراکز مالی را فعال کنید تا در تمامی مراکز این گزارش نمایش داده شود. سپس دکمه تایید را بزنید. پس از باز شدن قسمت گزارش‌ها دکمه "پیش نمایش" را بزنید.  بعد از مشاهده پیش نمایش گزارش، از آن خارج شوید و از قسمت بالای صفحه "مدیریت گزارشها" را انتخاب کنید. در این قسمت با توجه به فرمی که باز کرده‌اید (دفتر حساب، حساب ثابت، فاکتور فروش، رسید دریافت یا ...) سر گروه گزارشات مرتبط را انتخاب کرده و دکمه جدید و سپس تیک سبز را بزنید.  پس از بستن گزارش‌ها و باز کردن مجدد آن، گزارش مربوطه به لیست گزارش‌های شما اضافه خواهد شد. 🟤 نکته : در نسخه‌های غیرهلدینگ الزاماً می‌بایست چک باکس همه مراکز مالی فعال باشد.   "
" تفاوت‌های دفتر حساب، دفتر تفصیلی و دفتر تجمعی چیست؟ " , "􈠠در دفتر حساب نوع نمایش گزارش به سه حالت است: 1- نمایش مطابق ردیف‌های سند  در این نوع تمامی آرتیکل‌های موجود برای حساب انتخابی مطابق ردیف‌های سند نمایش داده می‌شود. در واقع در این نوع نمایش گردش حساب در سطح آخر نمایش داده می‌شود.  2- نمایش بر اساس جمع مبالغ هر سند  ممکن است یک حساب در یک سند چند بار گردش داشته باشد و نیاز داشته باشید تا مجموع گردش‌های ثبت‌شده در هر سند را مشاهده کنید برای انجام این کار از این نوع نمایش استفاده می‌شود. 3- نمایش بر اساس جمع مبالغ اسناد در هر روز همچنین ممکن است شما مجموع گردش یک حساب در هر روز را نیاز داشته باشید برای مثال می‌خواهید بدانید که حساب صندوق شما در روزهای مختلف در مجموع چقدر بدهکار یا بستانکار شده است برای انجام این کار از این نوع نمایش استفاده می‌شود. 🟤 نکته 1 : از مهم‌ترین تفاوت‌های دفتر حساب با دفتر تفصیلی و دفتر تجمعی سطح نمایش حساب است. در دفتر حساب گردش در آخرین سطح نمایش داده شده و در دو دفتر دیگر امکان انتخاب سطوح نمایشی وجود دارد. 🟤 نکته 2 : در دفتر حساب ستون ارز وجود ندارد برای استفاده از این امکان می‌بایست از قسمت گزارش‌های مالی، گزارش‌های ارزی، "دفتر حساب ارزی" را انتخاب کنید و یا از دفتر تفصیلی یا دفتر تجمعی با توجه به نوع کاربردشان استفاده کنید. دفتر تفصیلی  همان طور که بالاتر نیز اشاره شد از جمله امکانات دفتر تفصیلی امکان انتخاب سطح (سطوح) جهت نمایش گردش حساب است (امکان انتخاب سطوح تفصیلی شناور نیز وجود دارد) که این امکان از طریق دکمه انتخاب پارامترها در اختیار شما قرار می‌گیرد. همچنین با استفاده از این دکمه امکان اضافه کردن ستون‌های دیگری همچون ارز، مقدار، کد اعتباری و ... نیز وجود خواهد داشت.   🟤 نکته 3 : امکان فیلتر کردن ردیف‌ها از طریق یادداشت‌دار بودن یا نبودن آن‌ها وجود دارد که این امکان در دفتر حساب نیز وجود دارد. دفتر تجمعی  دفتر تجمعی گردش حساب انتخابی را با توجه به نوع گزینش (تاریخ ، سند و دوره اجرا) به صورت تجمیعی نمایش می‌دهد. با کلیک روی هر ردیف موجود در دفتر تجمعی می‌توانید به دفتر تفصیلی آن حساب دسترسی داشته باشید.   همچنین در دفتر تجمعی نیز همانند دفتر تفصیلی امکان انتخاب سطوح و سایر ستون‌ها همچون مقدار و ارز را خواهید داشت. به صورت خلاصه دفاتر این امکانات را دارند: دفتر حساب : گزارش در سطح آخر / امکان فیلتر کردن با یادداشت / سه نوع نمایش متفاوت  دفتر تفصیلی : گزارش در سطح انتخابی / امکان نمایش تفصیلی / امکان نمایش ارز / امکان فیلتر کردن با یادداشت دفتر تجمعی : گزارش در سطح انتخابی / امکان نمایش تفصیلی / امکان نمایش ارز "
" چگونه می‌توان سند بودجه را از طریق فایل اکسل به سیستم منتقل کرد؟ " , "􈠠گاهی اوقات ممکن است سند بودجه در فایل اکسل تهیه شده باشد که نیاز به ارسال آن‌ها به سیستم حسابداری باشد. سیستم حسابداری پیوست، توانایی فراخوانی این نوع سند را در قالب سند بودجه دارد. برای انتقال این اسناد از طریق فایل، نیاز است که مراحل زیر انجام شود: 1- وجود فایل اکسل شامل کلیه اطلاعات مورد نیاز سند بودجه 2- تعریف فرمت فایل سند بودجه در سیستم به شرح زیر: برای تعریف فرمت فایل، از منوی امکانات بخش "انتقال اطلاعات"، فرم تعریف فرمت فایل را انتخاب نمایید. رکورد جدیدی ایجاد نموده و نوع اطلاعات را "سند بودجه" و نوع فایل را "Excel Format" قرار دهید. با کلیک بر روی دکمه "اطلاعات مرتبط" فرم مربوط به تعریف فرمت باز می‌شود. در این فرم باید مشخصات فایل اکسل را تعریف نمایید. به این صورت که نام هر ستون مشخص در اکسل را در بخش مربوطه در نرم‌افزار انتخاب کرد. مشخصه‌های موجود در این فرم عبارتند از: تاریخ، فرمت تاریخ، شماره (شماره سند)، کد مرکز، نوع تاریخ، شرح سند، شماره عطف، شماره حساب، شرح آرتیکل، تفصیلی یک، تفصیلی دو، تفصیلی سه، تفصیلی چهار، تفصیلی پنج، مبلغ بدهکار (مصارف)، مبلغ بستانکار (منابع). 3- فراخوانی اطلاعات فایل اکسل در سیستم: در منوی امکانات، بخش "انتقال اطلاعات"، فرم انتقال اطلاعات از طریق فایل را باز کنید. در این فرم باید مسیر فایل، نوع اطلاعات (سند بودجه) و رسته سند و نوع سند بودجه با توجه به انواع اسناد تعریف شده در ماژول بودجه و اعتبارات و فرمت تعریف‌شده را تعیین کنید. در پایان دکمه "انتقال اطلاعات" را کلیک کنید. 🟤 نکته 1 : در فایل اکسل تمامی سلول‌ها را انتخاب کرده و فرمت را روی متن قرار می‌دهیم.  🟤 نکته 2 : توجه داشته باشید شماره‌ای که برای اسناد تعیین می‌شود نباید تکراری باشد.  🟤 نکته 3 : نوع تاریخ باید روی حالت فارسی-متن باشد و فرمت تاریخ باید دقیقا مشابه فایل اکسل باشد برای مثال 1401/01/01      yyyy/mm/dd "
" چگونه می‌توان در سند دریافت و پرداخت ثبت شده منابع و مصارف را تغییر داد؟ " , "􈠠برای تغییر منابع در سند دریافت ثبت‌شده باید در ابتدا کد تنظیم ۱۶ با نام "امکان تغییر منابع در سند ثبت شده" برای سند دریافت در برنامه خزانه داری در فرم مدیریت گروه‌های کاری فعال شود و همچنین برای تغییر مصارف در سند پرداخت ثبت شده باید کد تنظیم ۲۰ با نام "امکان تغییر مصارف در سند ثبت شده" برای سند پرداخت در برنامه خزانه داری در فرم مدیریت گروه‌های کاری فعال شود. سپس امکان تغییر منابع و مصارف با استفاده از کلید ترکیبی Ctrl+shift+Enter برای کاربر وجود خواهد داشت. "
" چگونه می‌توان روی فرم‌ها، وارد کردن یک فیلد از جنس رشته را الزامی کرد؟ " , "􈠠به منظور این کار، ادمین سیستم یا فردی که دسترسی مدیریت فرم‌های اداری را دارد، بایستی قالب فرم را انتخاب کرده و سپس از ابزارهای موجود در سمت راست، شرط فرم را انتخاب نماید و روی فرم قرار دهد. روی باکس زرد رنگی با عنوان "شرط درستی داده" کلیک کرده و از منوی سمت چپ روی منوی عبارت شرط کلیک کنید. در پنجره باز شده ابتدا از منوی رشته‌ای، فانکشن Len را انتخاب کنید (دوبار کلیک کنید) سپس در داخل پرانتز موجود، نوع فیلد خود از جنس String (رشته) را انتخاب کرده و در بیرون پرانتز عملگر مخالف (<>) و سپس عدد صفر را انتخاب کنید. به صورت زیر: Len(Param2)<>0 به جای عدد صفر می‌توان هر عدد دلخواهی را نوشت به عنوان مثال اگر بخواهید حداقل تعداد کاراکتری که در این فیلد وارد می‌کنید 3 کاراکتر باشد، به جای صفر عدد 3 را تایپ کنید. "
